DEL	INS	MNV	SNV	barcode	med_tdepth	med_ndepth	med_VAF	purity_medVAF	cancer	sample15	cna_barcode	cna_nb_seg	cna_cancer	purity_cn_loss	nb_arm_loss	nb_arm_gain	nb_arm_CNA	min_arm_log2R	max_arm_log2R	purity_cna_vaf	purity_ascat	ploidy_ascat	purity_infinium	purity_absolute_infinium	purity_absolute_SKCM	ploidy_absolute_SKCM	doublings_absolute_SKCM	purity_methyl_SKCM	cg05630725_SOX5_beta	cg14112754_GP5_beta
15	6	5	1745	TCGA-MV-A51V-01A-11D-A26M-08	65	45	0.217948717948718	0.435897435897436	BLCA	TCGA-MV-A51V-01	TCGA-MV-A51V-01A-11D-A26L-01	488	BLCA	0.718263235696368	15	14	29	-0.6419	-0.6419	0.577080335796902	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA
11	6	1	318	TCGA-MU-A8JM-01A-11D-A36J-09	58	53	0.303637566137566	0.607275132275132	CESC	TCGA-MU-A8JM-01	TCGA-MU-A8JM-01A-11D-A36I-01	104	CESC	0.647901739344225	2	3	5	-0.5648	-0.5648	0.627588435809678	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA
8	9	0	172	TCGA-MU-A5YI-01A-11D-A32I-09	40	35	0.33695652173913	0.673913043478261	CESC	TCGA-MU-A5YI-01	TCGA-MU-A5YI-01A-11D-A32H-01	187	CESC	0.70423867767974	7	3	10	-0.6262	-0.6262	0.689075860579	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA
3	2	0	361	TCGA-MU-A51Y-01A-11D-A26G-09	62	37	0.209128774730996	0.418257549461992	CESC	TCGA-MU-A51Y-01	TCGA-MU-A51Y-01A-11D-A26F-01	85	CESC	0.533883242810791	2	3	5	-0.448	-0.448	0.476070396136392	0.46	2.02201160943304	0.56	NA	NA	NA	NA	NA	NA	NA
3	5	0	102	TCGA-MT-A7BN-01A-12D-A34J-08	63.5	93	0.285986913849509	0.571973827699018	HNSC	TCGA-MT-A7BN-01	TCGA-MT-A7BN-01A-12D-A34I-01	703	HNSC	0.807408466388315	12	10	22	-0.7459	-0.7459	0.689691147043667	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA
5	1	0	63	TCGA-MT-A67G-01A-11D-A30E-08	61	70	0.186046511627907	0.372093023255814	HNSC	TCGA-MT-A67G-01	TCGA-MT-A67G-01A-11D-A30D-01	131	HNSC	0.366462017779954	10	15	25	-0.292	-0.292	0.369277520517884	0.38	2.95280870424267	0.55	NA	NA	NA	NA	NA	NA	NA
2	1	1	356	TCGA-MT-A67F-01A-11D-A30E-08	93	95	0.146862745098039	0.293725490196078	HNSC	TCGA-MT-A67F-01	TCGA-MT-A67F-01A-11D-A30D-01	44	HNSC	0.0150536694013581	0	1	1	-0.0109	-0.0109	0.293725490196078	0.25	2.04973964016644	0.44	NA	NA	NA	NA	NA	NA	NA
7	8	0	138	TCGA-MT-A67D-01A-31D-A30E-08	72	71	0.177777777777778	0.355555555555556	HNSC	TCGA-MT-A67D-01	TCGA-MT-A67D-01A-31D-A30D-01	163	HNSC	0.322282279210595	8	3	11	-0.2535	-0.2535	0.338918917383075	0.37	1.87328747535092	0.5	NA	NA	NA	NA	NA	NA	NA
13	6	0	176	TCGA-MT-A67A-01A-11D-A30E-08	65	71	0.244939271255061	0.489878542510121	HNSC	TCGA-MT-A67A-01	TCGA-MT-A67A-01A-11D-A30D-01	87	HNSC	0.0365375603725178	0	9	9	-0.0266	-0.0266	0.489878542510121	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA
3	2	0	53	TCGA-MT-A51X-01A-11D-A25Y-08	58	73.5	0.244047619047619	0.488095238095238	HNSC	TCGA-MT-A51X-01	TCGA-MT-A51X-01A-11D-A25X-01	242	HNSC	0.386269122372561	10	11	21	-0.3096	-0.3096	0.437182180233899	0.4	3.21340787893226	0.6	NA	NA	NA	NA	NA	NA	NA
1	12	1	112	TCGA-MT-A51W-01A-21D-A25Y-08	66.5	61.5	0.2	0.4	HNSC	TCGA-MT-A51W-01	TCGA-MT-A51W-01A-21D-A25X-01	234	HNSC	0.231409554713457	4	4	8	-0.1774	-0.1774	0.315704777356728	0.24	3.56203794251037	0.49	NA	NA	NA	NA	NA	NA	NA
10	2	0	25	TCGA-MS-A51U-01A-31D-A25Q-09	45	58	0.166666666666667	0.333333333333333	BRCA	TCGA-MS-A51U-01	TCGA-MS-A51U-01A-31D-A25N-01	154	BRCA	0.263719544797914	4	7	11	-0.204	-0.204	0.298526439065624	1	2.23323320988662	0.51	NA	NA	NA	NA	NA	NA	NA
8	3	1	32	TCGA-MR-A8JO-01A-12D-A35Z-10	88.5	97	0.1751443001443	0.3502886002886	LIHC	TCGA-MR-A8JO-01	TCGA-MR-A8JO-01A-12D-A35Y-01	113	LIHC	0.355327878348369	6	3	9	-0.2822	-0.2822	0.352808239318485	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA
4	1	0	37	TCGA-MR-A520-01A-11D-A25V-10	117	109.5	0.301805337519623	0.603610675039246	LIHC	TCGA-MR-A520-01	TCGA-MR-A520-01A-11D-A25U-01	57	LIHC	0.0521264838965121	0	0	0	-0.0381	-0.0381	0.603610675039246	0.26	1.95372386475394	0.57	NA	NA	NA	NA	NA	NA	NA
6	2	0	67	TCGA-MQ-A6BS-01A-12D-A34C-32	70	76	0.357142857142857	0.714285714285714	MESO	TCGA-MQ-A6BS-01	TCGA-MQ-A6BS-01A-12D-A34B-01	204	MESO	0.727116838244314	2	19	21	-0.6519	-0.6519	0.720701276265014	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA
9	0	0	21	TCGA-MQ-A6BR-01A-11D-A34C-32	40.5	43.5	0.572751322751323	1	MESO	TCGA-MQ-A6BR-01	TCGA-MQ-A6BR-01A-11D-A34B-01	81	MESO	0.586080484496222	2	3	5	-0.5003	-0.5003	0.793040242248111	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA
9	3	0	50	TCGA-MQ-A6BQ-01A-11D-A34C-32	55	44.5	0.321881606765328	0.643763213530655	MESO	TCGA-MQ-A6BQ-01	TCGA-MQ-A6BQ-01A-11D-A34B-01	58	MESO	0.658822672315289	5	1	6	-0.5765	-0.5765	0.651292942922972	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA
10	2	0	59	TCGA-MQ-A6BL-01A-11D-A34C-32	66	64	0.170731707317073	0.341463414634146	MESO	TCGA-MQ-A6BL-01	TCGA-MQ-A6BL-01A-11D-A34B-01	158	MESO	0.278459644798167	6	0	6	-0.2163	-0.2163	0.309961529716157	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA
3	0	2	76	TCGA-MQ-A4LV-01A-11D-A34C-32	73	65	0.228571428571429	0.457142857142857	MESO	TCGA-MQ-A4LV-01	TCGA-MQ-A4LV-01A-11D-A34B-01	220	MESO	0.413992052959247	9	1	10	-0.3346	-0.3346	0.435567455051052	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA
9	2	1	91	TCGA-MQ-A4LP-01A-11D-A34C-32	51	43	0.383838383838384	0.767676767676768	MESO	TCGA-MQ-A4LP-01	TCGA-MQ-A4LP-01A-11D-A34B-01	330	MESO	0.76859955075173	9	2	11	-0.6997	-0.6997	0.768138159214249	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA
5	2	1	48	TCGA-MQ-A4LM-01A-11D-A34C-32	72.5	55.5	0.175675675675676	0.351351351351351	MESO	TCGA-MQ-A4LM-01	TCGA-MQ-A4LM-01A-11D-A34B-01	118	MESO	0.321351696975907	13	0	13	-0.2527	-0.2527	0.336351524163629	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA
1	1	0	47	TCGA-MQ-A4LJ-01A-11D-A34C-32	37	40	0.340425531914894	0.680851063829787	MESO	TCGA-MQ-A4LJ-01	TCGA-MQ-A4LJ-01A-11D-A34B-01	167	MESO	0.724820801952983	4	2	6	-0.6493	-0.6493	0.702835932891385	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA
8	2	1	58	TCGA-MQ-A4LI-01A-11D-A34C-32	53	53	0.379310344827586	0.758620689655172	MESO	TCGA-MQ-A4LI-01	TCGA-MQ-A4LI-01A-11D-A34B-01	160	MESO	0.652206007914102	13	1	14	-0.5694	-0.5694	0.705413348784637	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA
3	2	1	40	TCGA-MQ-A4LC-01A-31D-A34C-32	50.5	51	0.307692307692308	0.615384615384615	MESO	TCGA-MQ-A4LC-01	TCGA-MQ-A4LC-01A-31D-A34B-01	132	MESO	0.627505850024156	4	1	5	-0.5432	-0.5432	0.621445232704386	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA
0	2	0	31	TCGA-MQ-A4KX-01A-11D-A34C-32	60	65	0.208333333333333	0.416666666666667	MESO	TCGA-MQ-A4KX-01	TCGA-MQ-A4KX-01A-11D-A34B-01	64	MESO	0.405283469414834	3	1	4	-0.3267	-0.3267	0.41097506804075	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA
9	5	1	149	TCGA-MP-A5C7-01A-11D-A25L-08	59	63	0.40549863248561	0.810997264971221	LUAD	TCGA-MP-A5C7-01	TCGA-MP-A5C7-01A-11D-A25M-01	292	LUAD	0.941295476596248	6	3	9	-0.9177	-0.9177	0.876146370783734	0.81	2.02028513247337	0.81	NA	NA	NA	NA	NA	NA	NA
24	4	7	540	TCGA-MP-A4TK-01A-11D-A24P-08	64	66	0.203488372093023	0.406976744186047	LUAD	TCGA-MP-A4TK-01	TCGA-MP-A4TK-01A-11D-A24O-01	626	LUAD	0.465147519819229	5	7	12	-0.3819	-0.3819	0.436062132002638	0.34	2.3098523581765	0.5	NA	NA	NA	NA	NA	NA	NA
10	1	1	94	TCGA-MP-A4TJ-01A-51D-A25L-08	75	73.5	0.164368033251464	0.328736066502928	LUAD	TCGA-MP-A4TJ-01	TCGA-MP-A4TJ-01A-51D-A25M-01	177	LUAD	0.168913430503192	18	1	19	-0.1273	-0.1273	0.328736066502928	0.33	1.60104277209227	0.45	NA	NA	NA	NA	NA	NA	NA
6	6	3	240	TCGA-MP-A4TI-01A-21D-A24P-08	73	79	0.146853146853147	0.293706293706294	LUAD	TCGA-MP-A4TI-01	TCGA-MP-A4TI-01A-21D-A24O-01	145	LUAD	0.215029786049236	5	1	6	-0.1641	-0.1641	0.254368039877765	0.23	2.02600433035295	0.44	NA	NA	NA	NA	NA	NA	NA
12	2	2	196	TCGA-MP-A4TH-01A-31D-A25L-08	58.5	80	0.210201429499675	0.42040285899935	LUAD	TCGA-MP-A4TH-01	TCGA-MP-A4TH-01A-31D-A25M-01	108	LUAD	0.394413935679684	4	6	10	-0.3169	-0.3169	0.407408397339517	0.24	4.22696424932126	0.51	NA	NA	NA	NA	NA	NA	NA
33	10	12	735	TCGA-MP-A4TF-01A-11D-A25L-08	57.5	62	0.282329988851728	0.564659977703456	LUAD	TCGA-MP-A4TF-01	TCGA-MP-A4TF-01A-11D-A25M-01	269	LUAD	0.56832899736997	18	7	25	-0.4823	-0.4823	0.566494487536713	0.28	4.75644957704369	0.55	NA	NA	NA	NA	NA	NA	NA
16	8	3	306	TCGA-MP-A4TE-01A-22D-A25L-08	58	50	0.303370786516854	0.606741573033708	LUAD	TCGA-MP-A4TE-01	TCGA-MP-A4TE-01A-22D-A25M-01	162	LUAD	0.607285058320228	9	10	19	-0.5221	-0.5221	0.607013315676968	0.65	3.12682247718624	0.68	NA	NA	NA	NA	NA	NA	NA
7	2	1	110	TCGA-MP-A4TD-01A-32D-A25L-08	91.5	77	0.204409814323607	0.408819628647215	LUAD	TCGA-MP-A4TD-01	TCGA-MP-A4TD-01A-32D-A25M-01	106	LUAD	0.316924377560103	8	3	11	-0.2489	-0.2489	0.362872003103659	0.26	3.44761900002054	0.52	NA	NA	NA	NA	NA	NA	NA
26	3	6	503	TCGA-MP-A4TC-01A-11D-A24P-08	61	60.5	0.25	0.5	LUAD	TCGA-MP-A4TC-01	TCGA-MP-A4TC-01A-11D-A24O-01	194	LUAD	0.175248508773072	1	10	11	-0.1323	-0.1323	0.5	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA
30	7	5	498	TCGA-MP-A4TA-01A-21D-A24P-08	70	72	0.176470588235294	0.352941176470588	LUAD	TCGA-MP-A4TA-01	TCGA-MP-A4TA-01A-21D-A24O-01	191	LUAD	0.207590845502317	13	2	15	-0.1581	-0.1581	0.280266010986453	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA
4	2	0	15	TCGA-MP-A4T9-01A-11D-A24P-08	83	91	0.148936170212766	0.297872340425532	LUAD	TCGA-MP-A4T9-01	TCGA-MP-A4T9-01A-11D-A24O-01	115	LUAD	0.197748937145655	1	5	6	-0.1502	-0.1502	0.297872340425532	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA
15	9	3	217	TCGA-MP-A4T8-01A-11D-A24P-08	52.5	51.5	0.316025215660252	0.632050431320504	LUAD	TCGA-MP-A4T8-01	TCGA-MP-A4T8-01A-11D-A24O-01	339	LUAD	0.418821766792112	13	9	22	-0.339	-0.339	0.525436099056308	0.52	3.57879237684621	0.63	NA	NA	NA	NA	NA	NA	NA
8	2	2	233	TCGA-MP-A4T7-01A-11D-A24P-08	52	52	0.239130434782609	0.478260869565217	LUAD	TCGA-MP-A4T7-01	TCGA-MP-A4T7-01A-11D-A24O-01	78	LUAD	0.287148593487315	10	12	22	-0.2236	-0.2236	0.382704731526266	0.26	4.34599453458146	0.53	NA	NA	NA	NA	NA	NA	NA
17	159	1	95	TCGA-MP-A4T6-01A-32D-A25L-08	21.5	48	0.166666666666667	0.333333333333333	LUAD	TCGA-MP-A4T6-01	TCGA-MP-A4T6-01A-32D-A25M-01	255	LUAD	0.544817599231873	15	16	31	-0.4588	-0.4588	0.439075466282603	0.48	3.2584378854239	0.67	NA	NA	NA	NA	NA	NA	NA
27	7	7	492	TCGA-MP-A4T4-01A-11D-A25L-08	70	87	0.170731707317073	0.341463414634146	LUAD	TCGA-MP-A4T4-01	TCGA-MP-A4T4-01A-11D-A25M-01	213	LUAD	0.254064817732474	8	5	13	-0.196	-0.196	0.29776411618331	0.29	1.7508847569688	0.46	NA	NA	NA	NA	NA	NA	NA
5	0	1	94	TCGA-MP-A4T2-01A-11D-A24P-08	62.5	67	0.236068111455108	0.472136222910217	LUAD	TCGA-MP-A4T2-01	TCGA-MP-A4T2-01A-11D-A24O-01	80	LUAD	0.652019151041352	11	8	19	-0.5692	-0.5692	0.562077686975784	0.51	3.83236347421141	0.63	NA	NA	NA	NA	NA	NA	NA
7	3	0	171	TCGA-MP-A4SY-01A-21D-A24P-08	75	71	0.154545454545455	0.309090909090909	LUAD	TCGA-MP-A4SY-01	TCGA-MP-A4SY-01A-21D-A24O-01	99	LUAD	0.211438160941182	7	5	12	-0.1612	-0.1612	0.260264535016045	0.34	2.03956680921625	0.45	NA	NA	NA	NA	NA	NA	NA
4	5	0	76	TCGA-MP-A4SW-01A-21D-A24P-08	71	59	0.204225352112676	0.408450704225352	LUAD	TCGA-MP-A4SW-01	TCGA-MP-A4SW-01A-21D-A24O-01	270	LUAD	0.481759859826968	9	7	16	-0.3976	-0.3976	0.44510528202616	0.41	2.23774570643672	0.59	NA	NA	NA	NA	NA	NA	NA
18	7	9	421	TCGA-MP-A4SV-01A-11D-A24P-08	56	63	0.24	0.48	LUAD	TCGA-MP-A4SV-01	TCGA-MP-A4SV-01A-11D-A24O-01	320	LUAD	0.643301636646859	13	7	20	-0.5599	-0.5599	0.56165081832343	0.27	4.78192913392386	0.57	NA	NA	NA	NA	NA	NA	NA
4	1	0	69	TCGA-MO-A47R-01A-11D-A24N-09	47	47.5	0.32	0.64	SARC	TCGA-MO-A47R-01	TCGA-MO-A47R-01A-11D-A24M-01	193	SARC	0.582253101724554	12	15	27	-0.4964	-0.4964	0.611126550862277	0.82	2.96139721908932	0.92	NA	NA	NA	NA	NA	NA	NA
4	0	0	22	TCGA-MO-A47P-01A-11D-A24N-09	43.5	44	0.284230769230769	0.568461538461538	SARC	TCGA-MO-A47P-01	TCGA-MO-A47P-01A-11D-A24M-01	45	SARC	0.0052609869179685	0	0	0	-0.0038	-0.0038	0.568461538461538	0.27	2.00031597471536	0.61	NA	NA	NA	NA	NA	NA	NA
34	11	15	866	TCGA-MN-A4N5-01A-11D-A24P-08	63	56	0.276479690522244	0.552959381044487	LUAD	TCGA-MN-A4N5-01	TCGA-MN-A4N5-01A-11D-A24O-01	324	LUAD	0.647620549180149	13	14	27	-0.5645	-0.5645	0.600289965112318	0.39	3.23572824397468	0.55	NA	NA	NA	NA	NA	NA	NA
68	22	38	2392	TCGA-MN-A4N4-01A-12D-A24P-08	56	60	0.26500600240096	0.530012004801921	LUAD	TCGA-MN-A4N4-01	TCGA-MN-A4N4-01A-12D-A24O-01	280	LUAD	0.592143783432357	14	9	23	-0.5065	-0.5065	0.561077894117139	0.39	3.14196038709957	0.57	NA	NA	NA	NA	NA	NA	NA
37	14	13	848	TCGA-MN-A4N1-01A-11D-A24P-08	54	54	0.338315217391304	0.676630434782609	LUAD	TCGA-MN-A4N1-01	TCGA-MN-A4N1-01A-11D-A24O-01	438	LUAD	0.552764201193037	10	14	24	-0.4667	-0.4667	0.614697317987823	0.5	4.1672233708005	0.68	NA	NA	NA	NA	NA	NA	NA
29	6	3	157	TCGA-MM-A84U-01A-11D-A36X-10	59	71	0.263157894736842	0.526315789473684	KIRC	TCGA-MM-A84U-01	TCGA-MM-A84U-01A-11D-A36W-01	114	KIRC	0.579400384454028	6	0	6	-0.4935	-0.4935	0.552858086963856	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA
38	10	4	191	TCGA-MM-A564-01A-11D-A25V-10	73	68	0.3125	0.625	KIRC	TCGA-MM-A564-01	TCGA-MM-A564-01A-11D-A25U-01	67	KIRC	0.534391272119244	3	6	9	-0.4485	-0.4485	0.579695636059622	0.37	4.16107047124658	0.64	NA	NA	NA	NA	NA	NA	NA
12	6	2	108	TCGA-MM-A563-01A-11D-A25V-10	73	65.5	0.303915206575817	0.607830413151633	KIRC	TCGA-MM-A563-01	TCGA-MM-A563-01A-11D-A25U-01	110	KIRC	0.601577793181661	9	0	9	-0.5162	-0.5162	0.604704103166647	0.56	1.72995212622107	0.63	NA	NA	NA	NA	NA	NA	NA
2	0	0	24	TCGA-MK-A84Z-01A-11D-A397-08	52	65.5	0.366433566433566	0.732867132867133	THCA	TCGA-MK-A84Z-01	TCGA-MK-A84Z-01A-11D-A396-01	105	THCA	0.876889404897608	1	0	1	-0.8325	-0.8325	0.80487826888237	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA
2	4	0	8	TCGA-MK-A4N9-01A-11D-A257-08	48.5	48	0.179979777553084	0.359959555106168	THCA	TCGA-MK-A4N9-01	TCGA-MK-A4N9-01A-11D-A256-01	51	THCA	0.0052609869179685	0	0	0	-0.0038	-0.0038	0.359959555106168	0.32	1.99893157231573	0.77	NA	NA	NA	NA	NA	NA	NA
0	1	0	16	TCGA-MK-A4N7-01A-11D-A257-08	55	59	0.345454545454545	0.690909090909091	THCA	TCGA-MK-A4N7-01	TCGA-MK-A4N7-01A-11D-A256-01	47	THCA	0.00885263362361077	0	0	0	-0.0064	-0.0064	0.690909090909091	0.48	2.00108064463284	0.83	NA	NA	NA	NA	NA	NA	NA
1	0	0	17	TCGA-MK-A4N6-01A-11D-A257-08	56.5	46.5	0.292857142857143	0.585714285714286	THCA	TCGA-MK-A4N6-01	TCGA-MK-A4N6-01A-11D-A256-01	51	THCA	0.00761010373389159	0	0	0	-0.0055	-0.0055	0.585714285714286	0.41	1.95430472512699	0.73	NA	NA	NA	NA	NA	NA	NA
11	4	0	43	TCGA-MJ-A850-01A-11D-A351-09	63.5	38	0.383696780893043	0.767393561786085	SARC	TCGA-MJ-A850-01	TCGA-MJ-A850-01A-11D-A350-01	47	SARC	0.00609040306749642	0	0	0	-0.0044	-0.0044	0.767393561786085	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA
6	3	0	49	TCGA-MJ-A68J-01A-11D-A307-09	67.5	68	0.317307692307692	0.634615384615385	SARC	TCGA-MJ-A68J-01	TCGA-MJ-A68J-01A-11D-A306-01	92	SARC	0.0178034828407747	0	2	2	-0.0129	-0.0129	0.634615384615385	0.64	2.04097620082886	0.69	NA	NA	NA	NA	NA	NA	NA
7	5	0	102	TCGA-MJ-A68H-01A-11D-A307-09	43	77	0.293008130081301	0.586016260162602	SARC	TCGA-MJ-A68H-01	TCGA-MJ-A68H-01A-11D-A306-01	348	SARC	0.566640993213027	8	13	21	-0.4806	-0.4806	0.576328626687814	0.7	3.19855706731039	0.89	NA	NA	NA	NA	NA	NA	NA
19	10	4	461	TCGA-MI-A75I-01A-11D-A32G-10	52	48	0.370899470899471	0.741798941798942	LIHC	TCGA-MI-A75I-01	TCGA-MI-A75I-01A-11D-A32F-01	122	LIHC	0.678661594341735	10	5	15	-0.598	-0.598	0.710230268070338	0.64	1.96036988477751	0.75	NA	NA	NA	NA	NA	NA	NA
19	5	4	353	TCGA-MI-A75H-01A-11D-A32G-10	60	60	0.353846153846154	0.707692307692308	LIHC	TCGA-MI-A75H-01	TCGA-MI-A75H-01A-11D-A32F-01	68	LIHC	0.695587654977818	2	3	5	-0.6166	-0.6166	0.701639981335063	0.67	2.05168824346379	0.74	NA	NA	NA	NA	NA	NA	NA
26	22	16	526	TCGA-MI-A75G-01A-11D-A32G-10	62.5	45	0.320377358490566	0.640754716981132	LIHC	TCGA-MI-A75G-01	TCGA-MI-A75G-01A-11D-A32F-01	176	LIHC	0.539461893114894	14	13	27	-0.4535	-0.4535	0.590108305048013	0.63	2.43524933959063	0.86	NA	NA	NA	NA	NA	NA	NA
25	5	2	238	TCGA-MI-A75E-01A-11D-A32G-10	65.5	67	0.180976713017256	0.361953426034512	LIHC	TCGA-MI-A75E-01	TCGA-MI-A75E-01A-11D-A32F-01	97	LIHC	0.357036989461345	4	3	7	-0.2837	-0.2837	0.359495207747928	0.22	4.0030531265115	0.56	NA	NA	NA	NA	NA	NA	NA
16	6	1	292	TCGA-MI-A75C-01A-11D-A32G-10	50	56	0.384057971014493	0.768115942028985	LIHC	TCGA-MI-A75C-01	TCGA-MI-A75C-01A-11D-A32F-01	100	LIHC	0.689697422543128	2	4	6	-0.6101	-0.6101	0.728906682286057	0.72	2.15587160431303	0.78	NA	NA	NA	NA	NA	NA	NA
10	1	0	36	TCGA-MH-A857-01A-11D-A34Z-10	66	100	0.323651452282158	0.647302904564315	KIRP	TCGA-MH-A857-01	TCGA-MH-A857-01A-11D-A34Y-01	69	KIRP	0.0113353692200335	0	0	0	-0.0082	-0.0082	0.647302904564315	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA
22	6	2	168	TCGA-MH-A856-01A-11D-A34Z-10	49	49.5	0.389566395663957	0.779132791327913	KIRP	TCGA-MH-A856-01	TCGA-MH-A856-01A-11D-A34Y-01	98	KIRP	0.782518373657463	1	1	2	-0.7161	-0.7161	0.780825582492688	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA
10	3	0	66	TCGA-MH-A855-01A-11D-A34Z-10	61	61	0.273809523809524	0.547619047619048	KIRP	TCGA-MH-A855-01	TCGA-MH-A855-01A-11D-A34Y-01	71	KIRP	0.00885263362361077	0	0	0	-0.0064	-0.0064	0.547619047619048	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA
37	7	2	254	TCGA-MH-A854-01A-11D-A34Z-10	40	43	0.428571428571429	0.857142857142857	KIRP	TCGA-MH-A854-01	TCGA-MH-A854-01A-11D-A34Y-01	106	KIRP	0.854720281005801	1	6	7	-0.8043	-0.8043	0.855931569074329	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA
21	8	0	112	TCGA-MH-A562-01A-11D-A26P-10	83	78	0.344827586206897	0.689655172413793	KIRP	TCGA-MH-A562-01	TCGA-MH-A562-01A-11D-A26O-01	85	KIRP	0.0658495778656769	0	8	8	-0.0483	-0.0483	0.689655172413793	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
36	4	2	160	TCGA-MH-A561-01A-11D-A26P-10	73	81.5	0.358006912442396	0.716013824884793	KIRP	TCGA-MH-A561-01	TCGA-MH-A561-01A-11D-A26O-01	80	KIRP	0.0514512853823965	0	2	2	-0.0376	-0.0376	0.716013824884793	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA
18	4	0	94	TCGA-MH-A560-01A-11D-A26P-10	56	68.5	0.381445461479786	0.762890922959573	KIRP	TCGA-MH-A560-01	TCGA-MH-A560-01A-11D-A26O-01	114	KIRP	0.111160653289865	0	6	6	-0.0825	-0.0825	0.762890922959573	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA
28	6	1	193	TCGA-MH-A55Z-01A-11D-A26P-10	68.5	63.5	0.417735042735043	0.835470085470085	KIRP	TCGA-MH-A55Z-01	TCGA-MH-A55Z-01A-11D-A26O-01	53	KIRP	0.048207073156169	0	6	6	-0.0352	-0.0352	0.835470085470085	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA
37	4	3	155	TCGA-MH-A55W-01A-11D-A26P-10	79	67	0.368421052631579	0.736842105263158	KIRP	TCGA-MH-A55W-01	TCGA-MH-A55W-01A-11D-A26O-01	74	KIRP	0.0878443021195305	0	12	12	-0.0648	-0.0648	0.736842105263158	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
4	0	0	26	TCGA-MG-AAMC-01A-11D-A41K-08	57.5	60	0.369395711500975	0.738791423001949	PRAD	TCGA-MG-AAMC-01	TCGA-MG-AAMC-01A-11D-A41J-01	147	PRAD	0.766036261321513	3	0	3	-0.6967	-0.6967	0.752413842161731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	7	6	1241	TCGA-MF-A522-01A-11D-A25L-08	137	53	0.285714285714286	0.571428571428571	LUSC	TCGA-MF-A522-01	TCGA-MF-A522-01A-11D-A25M-01	301	LUSC	0.907979454254348	17	14	31	-0.873	-0.873	0.73970401284146	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA
8	3	0	92	TCGA-MB-A8JL-01A-11D-A36J-09	49	45	0.451219512195122	0.902439024390244	SARC	TCGA-MB-A8JL-01	TCGA-MB-A8JL-01A-11D-A36I-01	228	SARC	0.819498397490679	11	2	13	-0.7606	-0.7606	0.860968710940462	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA
6	1	0	88	TCGA-MB-A8JK-01A-11D-A36J-09	42	44	0.310344827586207	0.620689655172414	SARC	TCGA-MB-A8JK-01	TCGA-MB-A8JK-01A-11D-A36I-01	508	SARC	0.48575358058486	13	9	22	-0.4014	-0.4014	0.553221617878637	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA
8	0	0	82	TCGA-MB-A5YA-01A-11D-A29N-09	37.5	39	0.403318903318903	0.806637806637807	SARC	TCGA-MB-A5YA-01	TCGA-MB-A5YA-01A-11D-A29M-01	103	SARC	0.884801906457353	4	1	5	-0.8427	-0.8427	0.84571985654758	0.63	3.89013187085353	0.88	NA	NA	NA	NA	NA	NA	NA
5	0	0	22	TCGA-MB-A5Y9-01A-11D-A29N-09	59	42	0.173913043478261	0.347826086956522	SARC	TCGA-MB-A5Y9-01	TCGA-MB-A5Y9-01A-11D-A29M-01	367	SARC	0.172590449857181	3	4	7	-0.1302	-0.1302	0.347826086956522	1	2.03638929195564	0.39	NA	NA	NA	NA	NA	NA	NA
